Time (h);U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Utot (V);J (A/cmｲ);I (A);TinH2 (ｰC);ToutH2 (ｰC);TinAIR (ｰC);ToutAIR (ｰC);TinWAT (ｰC);ToutWAT (ｰC);PinAIR (mbara);PoutAIR (mbara);PoutH2 (mbara);PinH2 (mbara);DinH2 (l/mn);DoutH2 (l/mn);DinAIR (l/mn);DoutAIR (l/mn);DWAT (l/mn);HrAIRFC (%)
505,1828714;0,653;0,648;0,648;0,647;0,635;3,181;0,69963;69,963;27,147;39,915;46,842;50,837;53,438;55,064;1297,767;1265,22;1297,905;1285,825;4,793;2,09;23,036;21,202;1,997;53,011
505,1832058;0,653;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,159;39,923;46,851;50,856;53,454;55,075;1297,711;1265,561;1298,361;1286,053;4,795;2,068;23,036;21,2;2,002;52,986
505,1835389;0,653;0,648;0,648;0,647;0,635;3,18;0,69968;69,968;27,156;39,899;46,835;50,832;53,433;55,083;1297,824;1265,675;1298,133;1286,395;4,795;2,068;23,034;21,209;1,978;52,964
505,1838731;0,653;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,157;39,907;46,845;50,826;53,444;55,091;1297,824;1266,415;1298,704;1286,338;4,795;2,069;23,034;21,211;1,977;53,002
505,1842058;0,654;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,165;39,903;46,842;50,807;53,441;55,079;1297,824;1266,472;1298,761;1286,508;4,795;2,068;23,034;21,192;1,982;53,036
505,1845406;0,653;0,648;0,648;0,647;0,635;3,181;0,69963;69,963;27,159;39,89;46,842;50,8;53,46;55,086;1297,767;1265,618;1299,16;1286,679;4,795;2,068;23,036;21,208;2,001;53,027
505,1848772;0,653;0,648;0,648;0,647;0,635;3,179;0,69963;69,963;27,151;39,886;46,842;50,825;53,462;55,088;1297,711;1265,391;1298,875;1286,679;4,795;2,069;23,036;21,209;1,993;52,985
505,1852061;0,654;0,648;0,648;0,647;0,635;3,179;0,69963;69,963;27,154;39,886;46,851;50,798;53,467;55,097;1297,938;1265,789;1299,217;1286,907;4,796;2,069;23,106;21,204;1,982;52,945
505,1855403;0,653;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,142;39,879;46,841;50,821;53,473;55,117;1298,279;1266,301;1299,274;1286,679;4,794;2,068;23,036;21,204;1,986;52,937
505,1858725;0,653;0,648;0,648;0,647;0,635;3,179;0,69963;69,963;27,153;39,867;46,841;50,812;53,47;55,108;1298,393;1266,017;1299,73;1287,306;4,793;2,068;23,036;21,215;1,98;52,942
505,1862061;0,654;0,648;0,648;0,647;0,635;3,181;0,69963;69,963;27,177;39,868;46,845;50,801;53,459;55,115;1298,621;1266,017;1299,958;1287,477;4,795;2,068;23,036;21,206;1,981;52,963
505,1865403;0,653;0,648;0,648;0,647;0,635;3,181;0,69958;69,958;27,159;39,866;46,83;50,832;53,469;55,116;1298,336;1266,074;1299,787;1287,42;4,797;2,069;23,036;21,206;1,974;52,933
505,1868717;0,653;0,648;0,648;0,647;0,635;3,181;0,69958;69,958;27,171;39,856;46,832;50,831;53,479;55,117;1298,678;1265,96;1300,015;1287,819;4,796;2,068;23,038;21,209;2,001;52,882
505,1872069;0,653;0,648;0,648;0,648;0,635;3,18;0,69963;69,963;27,151;39,843;46,832;50,809;53,479;55,108;1298,621;1266,074;1300,015;1287,705;4,795;2,068;23,032;21,204;2,001;52,883
505,1875403;0,653;0,648;0,647;0,647;0,635;3,18;0,69963;69,963;27,154;39,836;46,822;50,823;53,492;55,121;1298,734;1266,415;1300,015;1287,819;4,793;2,069;23,036;21,2;1,992;52,953
505,1878722;0,653;0,648;0,648;0,648;0,635;3,18;0,69963;69,963;27,159;39,836;46,828;50,826;53,483;55,136;1298,791;1266,358;1300,015;1287,932;4,796;2,068;23,038;21,209;1,973;52,895
505,1882056;0,653;0,648;0,648;0,648;0,635;3,18;0,69958;69,958;27,165;39,839;46,827;50,82;53,471;55,133;1298,848;1266,472;1300,015;1288,217;4,794;2,09;23,036;21,206;1,956;52,855
505,1885406;0,653;0,648;0,648;0,647;0,635;3,181;0,69954;69,954;27,165;39,824;46,828;50,829;53,477;55,118;1298,791;1266,244;1300,015;1288,16;4,795;2,068;23,036;21,202;1,975;52,97
505,1888731;0,653;0,648;0,648;0,648;0,635;3,178;0,69963;69,963;27,174;39,817;46,822;50,858;53,497;55,123;1298,791;1266,301;1300,015;1288,787;4,795;2,076;23,036;21,208;1,993;52,973
505,1892072;0,653;0,648;0,648;0,647;0,635;3,181;0,69963;69,963;27,162;39,815;46,833;50,847;53,49;55,131;1298,848;1266,529;1300,357;1288,844;4,795;2,068;23,034;21,202;1,969;52,92
505,1895408;0,653;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,16;39,811;46,835;50,855;53,491;55,141;1298,905;1266,87;1300,472;1288,787;4,795;2,069;23,036;21,206;1,958;52,878
505,1898717;0,653;0,648;0,648;0,648;0,635;3,18;0,69963;69,963;27,168;39,8;46,828;50,867;53,492;55,133;1298,905;1266,984;1300,871;1288,901;4,794;2,068;23,034;21,206;2,007;52,87
505,1902158;0,653;0,648;0,648;0,647;0,635;3,18;0,69963;69,963;27,173;39,794;46,838;50,852;53,498;55,142;1298,905;1266,529;1301,042;1288,901;4,792;2,068;23,036;21,198;2,017;52,847
505,1905394;0,653;0,648;0,648;0,647;0,635;3,181;0,69958;69,958;27,165;39,793;46,828;50,858;53,5;55,115;1298,791;1266,472;1301,156;1288,901;4,793;2,068;23,036;21,209;1,995;52,85
505,1908731;0,653;0,648;0,648;0,648;0,635;3,18;0,69963;69,963;27,174;39,777;46,833;50,863;53,496;55,143;1298,848;1266,472;1301,156;1289,186;4,794;2,068;23,034;21,198;2,001;52,838
505,1912058;0,653;0,648;0,648;0,647;0,635;3,18;0,69958;69,958;27,182;39,787;46,839;50,855;53,524;55,141;1298,791;1266,813;1301,441;1289,869;4,796;2,069;23,036;21,204;1,989;52,836
505,1915394;0,653;0,648;0,648;0,647;0,635;3,181;0,69963;69,963;27,179;39,776;46,835;50,855;53,51;55,139;1298,848;1266,7;1301,27;1289,641;4,777;2,07;23,036;21,198;1,999;52,843
505,1918728;0,654;0,648;0,648;0,647;0,635;3,18;0,69958;69,958;27,168;39,78;46,83;50,86;53,523;55,146;1298,848;1266,586;1301,783;1289,869;4,776;2,068;23,036;21,208;1,981;52,828
505,1922064;0,654;0,648;0,648;0,647;0,634;3,18;0,69963;69,963;27,179;39,763;46,833;50,864;53,515;55,171;1298,791;1266,7;1302,182;1289,983;4,815;2,069;23,036;21,202;1,987;52,771
505,1925406;0,654;0,648;0,648;0,647;0,635;3,18;0,69958;69,958;27,173;39,762;46,83;50,874;53,505;55,16;1298,791;1266,586;1302,068;1290,211;4,795;2,068;23,036;21,204;1,988;52,818
505,1928739;0,654;0,648;0,648;0,647;0,635;3,18;0,69954;69,954;27,183;39,76;46,833;50,863;53,526;55,17;1298,734;1266,643;1302,239;1290,097;4,795;2,069;23,036;21,208;1,985;52,804
505,1932056;0,654;0,648;0,648;0,647;0,634;3,181;0,69954;69,954;27,174;39,742;46,841;50,869;53,511;55,176;1298,621;1266,586;1302,296;1290,439;4,794;2,069;23,036;21,206;2,002;52,831
505,1935386;0,654;0,648;0,648;0,647;0,634;3,18;0,69958;69,958;27,188;39,757;46,845;50,881;53,524;55,186;1298,848;1266,756;1302,296;1290,78;4,795;2,068;23,036;21,213;2,002;52,771
505,1938719;0,654;0,648;0,648;0,647;0,635;3,18;0,69954;69,954;27,174;39,742;46,836;50,878;53,523;55,179;1298,734;1266,586;1302,525;1290,951;4,794;2,068;23,034;21,261;2;52,724
505,2022619;0,653;0,649;0,648;0,647;0,635;3,178;0,69963;69,963;27,199;39,617;46,882;50,976;53,613;55,26;1297,711;1265,391;1304,977;1293,401;4,796;2,091;23,036;21,206;1,972;52,581
505,2106531;0,654;0,648;0,648;0,647;0,635;3,179;0,69963;69,963;27,214;39,542;46,836;51,026;53,671;55,306;1299,189;1266,529;1300,414;1287,705;4,797;2,135;23,034;21,213;1,999;52,478
505,2190417;0,654;0,648;0,648;0,647;0,635;3,18;0,69949;69,949;27,248;39,466;46,848;51,069;53,737;55,39;1299,531;1266,074;1297,848;1284,458;4,795;2,132;23,034;21,208;1,945;52,273
505,2274319;0,653;0,648;0,648;0,646;0,634;3,177;0,69939;69,939;27,267;39,353;46,801;51,111;53,762;55,423;1295,492;1261,805;1296,594;1283,148;4,796;2,11;23,036;21,331;1,943;52,121
505,2358211;0,653;0,649;0,649;0,647;0,635;3,18;0,69929;69,929;27,286;39,603;46,757;51,125;53,849;55,484;1299,986;1266,643;1295,567;1282,806;4,815;2,13;23,036;21,259;1,991;51,993
505,2442122;0,652;0,648;0,648;0,647;0,634;3,178;0,69934;69,934;27,323;39,469;46,698;51,117;53,458;55,237;1298,791;1265,96;1294,54;1282,066;4,796;2,109;23,036;21,23;1,982;52,555
505,2526006;0,653;0,648;0,648;0,646;0,634;3,178;0,69919;69,919;27,333;39,543;46,697;51,033;53,773;55,449;1298,166;1264,423;1299,787;1287,819;4,796;2,068;23,036;21,2;1,951;52,036
505,2609911;0,653;0,649;0,648;0,647;0,634;3,181;0,699;69,9;27,361;39,427;46,633;51,007;53,791;55,482;1298,507;1264,48;1302,525;1291,179;4,794;2,091;23,036;21,198;1,997;52,001
505,2693803;0,654;0,65;0,648;0,647;0,634;3,18;0,6989;69,89;27,373;39,5;46,653;51,112;53,612;55,332;1299,588;1266,415;1304,578;1293,401;4,793;2,111;23,032;21,2;1,96;52,366
505,2777736;0,654;0,65;0,649;0,648;0,636;3,182;0,699;69,9;27,393;39,493;46,633;51,119;53,773;55,467;1304,536;1271,138;1302,353;1291,008;4,797;2,171;23,036;21,211;1,977;52,041
505,2861628;0,653;0,648;0,647;0,647;0,634;3,179;0,699;69,9;27,407;39,375;46,657;51,071;53,601;55,245;1300,156;1267,781;1297,848;1285,483;4,815;2,131;23,036;21,28;1,975;52,552
505,29455;0,653;0,648;0,647;0,647;0,635;3,177;0,699;69,9;27,436;39,299;46,691;51,087;53,664;55,403;1299,076;1266,074;1295,909;1283,205;4,795;2,112;23,036;21,2;1,949;52,215
505,3029411;0,653;0,648;0,647;0,647;0,635;3,18;0,6989;69,89;27,451;39,457;46,706;51,045;53,717;55,416;1300,27;1266,813;1294,769;1282,351;4,795;2,109;23,036;21,208;1,952;52,202
505,3113289;0,654;0,649;0,647;0,647;0,635;3,18;0,6989;69,89;27,475;39,349;46,679;51,001;53,755;55,47;1300,1;1266,643;1300,015;1287,705;4,795;2,068;23,036;21,209;1,948;51,973
505,3197186;0,654;0,648;0,648;0,648;0,635;3,181;0,69875;69,875;27,497;39,275;46,659;51,119;53,758;55,502;1299,986;1266,244;1303,323;1291,008;4,815;2,09;23,034;21,209;1,918;51,853
505,3281086;0,654;0,648;0,648;0,648;0,635;3,182;0,69895;69,895;27,508;39,269;46,636;51,096;53,702;55,382;1301,01;1267,667;1304,578;1292,66;4,794;2,089;23,036;21,209;1,942;52,152
505,3364989;0,654;0,649;0,648;0,647;0,636;3,181;0,6989;69,89;27,537;39,153;46,643;51,09;53,747;55,456;1301,465;1267,724;1302,182;1289,926;4,796;2,15;23,032;21,27;1,954;52,009
505,3448961;0,653;0,648;0,647;0,648;0,635;3,181;0,69885;69,885;27,558;39,375;46,64;51,124;53,801;55,483;1301,18;1267,667;1299,274;1286,565;4,793;2,149;23,036;21,265;1,943;51,866
505,3532775;0,653;0,648;0,648;0,647;0,635;3,18;0,69875;69,875;27,579;39,287;46,642;51,063;53,691;55,355;1301,124;1267,553;1296,822;1284,344;4,792;2,131;23,038;21,265;1,976;52,232
505,3616681;0,653;0,648;0,648;0,647;0,635;3,179;0,6988;69,88;27,592;39,256;46,614;51,11;53,784;55,493;1301,18;1268,35;1295,624;1283,262;4,797;2,128;23,036;21,268;1,961;51,858
505,3700572;0,652;0,648;0,648;0,648;0,635;3,177;0,6988;69,88;27,625;39,235;46,608;51,094;53,586;55,416;1299,986;1266,643;1295,111;1282,009;4,803;2,113;23,034;21,28;1,978;52,058
505,3784475;0,654;0,648;0,648;0,647;0,635;3,182;0,6987;69,87;27,627;39,187;46,602;51,083;53,778;55,492;1300,1;1267,155;1300,015;1287,363;4,795;2,068;23,036;21,211;1,976;51,87
505,3868372;0,654;0,648;0,648;0,648;0,636;3,181;0,6988;69,88;27,65;39,356;46,616;50,995;53,635;55,284;1301,294;1267,895;1302,239;1289,926;4,797;2,09;23,038;21,27;1,985;52,377
505,3952278;0,654;0,648;0,648;0,648;0,636;3,182;0,6987;69,87;27,667;39,368;46,628;51,028;53,733;55,433;1300,441;1266,813;1304,578;1292,375;4,795;2,09;23,039;21,204;1,974;52,002
505,4036169;0,654;0,648;0,649;0,648;0,635;3,181;0,69875;69,875;27,694;39,627;46,62;51,043;53,773;55,441;1301,522;1267,781;1303,437;1291,122;4,794;2,192;23,036;21,261;1,957;51,981
505,4120061;0,654;0,648;0,649;0,647;0,636;3,181;0,6988;69,88;27,697;39,531;46,593;51,072;53,802;55,523;1301,18;1267,553;1298,19;1285,369;4,785;2,128;23,036;21,268;1,939;51,757
505,4203972;0,654;0,648;0,648;0,647;0,635;3,181;0,6987;69,87;27,712;39,524;46,62;50,991;53,704;55,345;1300,953;1267,382;1296,08;1283,262;4,794;2,13;23,036;21,209;1,978;52,18
505,4287858;0,653;0,648;0,648;0,647;0,636;3,181;0,6988;69,88;27,717;39,429;46,591;51,074;53,71;55,439;1300,839;1267,951;1294,312;1281,553;4,793;2,112;23,034;21,266;1,981;51,963
505,4371761;0,654;0,648;0,648;0,647;0,636;3,181;0,69885;69,885;27,732;39,678;46,637;51,057;53,759;55,476;1300,043;1266,87;1302,296;1290,04;4,797;2,069;23,036;21,265;1,945;51,849
505,4455656;0,653;0,648;0,648;0,648;0,636;3,181;0,6987;69,87;27,755;39,567;46,639;50,903;53,549;55,134;1300,668;1267,496;1305,604;1293,401;4,796;2,091;23,036;21,27;1,947;52,699
505,4539547;0,653;0,648;0,648;0,647;0,636;3,182;0,69866;69,866;27,766;39,539;46,656;50,944;53,63;55,377;1301,067;1267,553;1300,015;1286,907;4,816;2,149;23,036;21,27;1,951;52,168
505,4623447;0,653;0,648;0,648;0,648;0,636;3,182;0,69866;69,866;27,774;39,425;46,653;50,819;53,665;55,374;1302,261;1268,577;1296,651;1283,49;4,795;2,129;23,036;21,261;1,973;52,118
505,470735;0,654;0,648;0,648;0,648;0,636;3,182;0,69875;69,875;27,789;39,459;46,663;51,03;53,698;55,44;1301,579;1268,577;1295,624;1282,749;4,796;2,13;23,039;21,265;1,961;51,985
505,4791247;0,654;0,648;0,648;0,647;0,636;3,182;0,69866;69,866;27,809;39,621;46,695;50,992;53,761;55,455;1302,659;1268,862;1295,51;1282,351;4,795;2,11;23,036;21,291;1,968;51,878
505,4875144;0,654;0,648;0,648;0,647;0,636;3,181;0,6987;69,87;27,824;39,504;46,691;50,899;53,828;55,504;1302,546;1268,805;1294,483;1282,009;4,816;2,13;23,036;21,268;1,941;51,804
505,4959053;0,654;0,648;0,648;0,648;0,636;3,182;0,6987;69,87;27,85;39,379;46,702;50,871;53,655;55,269;1302,375;1268,976;1298,19;1285,768;4,795;2,09;23,036;21,265;1,96;52,366
505,5042956;0,654;0,648;0,648;0,648;0,636;3,181;0,69875;69,875;27,858;39,52;46,712;50,937;53,682;55,412;1302,147;1267,951;1301,156;1288,844;4,797;2,11;23,036;21,265;1,956;51,949
505,5126836;0,654;0,648;0,648;0,647;0,636;3,182;0,69866;69,866;27,865;39,411;46,766;50,997;53,752;55,448;1302,716;1269,033;1302,696;1290,211;4,795;2,091;23,036;21,261;1,971;51,961
505,5210733;0,654;0,649;0,648;0,647;0,636;3,182;0,69866;69,866;27,876;39,544;46,757;51,111;53,803;55,521;1302,489;1268,976;1304,464;1292,375;4,793;2,092;23,036;21,268;1,955;51,781
505,5294628;0,654;0,649;0,649;0,648;0,636;3,182;0,69875;69,875;27,873;39,383;46,781;50,981;53,727;55,427;1302,261;1269,09;1304,863;1293,23;4,795;2,109;23,036;21,268;1,966;52,047
505,5378525;0,653;0,649;0,648;0,647;0,636;3,18;0,69875;69,875;27,897;39,391;46,786;51,092;53,598;55,446;1301,01;1267,951;1302,239;1289,869;4,796;2,151;23,036;21,263;1,982;51,912
505,5462428;0,654;0,648;0,648;0,647;0,636;3,182;0,6988;69,88;27,914;39,571;46,776;51,07;53,747;55,453;1301,465;1267,724;1299,502;1286,565;4,796;2,128;23,036;21,206;1,971;51,844
505,5546322;0,654;0,648;0,649;0,647;0,635;3,182;0,69866;69,866;27,923;39,55;46,824;51,052;53,674;55,459;1301,294;1267,895;1297,278;1284,344;4,797;2,128;23,034;21,242;1,982;51,911
505,5630222;0,653;0,649;0,649;0,647;0,636;3,182;0,6987;69,87;27,934;39,57;46,825;51,122;53,784;55,469;1301,18;1267,667;1295,852;1283,091;4,796;2,129;23,034;21,261;1,983;51,865
505,5714119;0,654;0,648;0,648;0,647;0,635;3,18;0,69866;69,866;27,959;39,696;46,887;51,037;53,661;55,376;1299,986;1266,756;1294,769;1282,806;4,796;2,09;23,034;21,213;1,959;52,118
505,5798036;0,654;0,648;0,647;0,647;0,635;3,181;0,69866;69,866;27,949;39,584;46,926;51,085;53,795;55,495;1300,1;1266,756;1302,011;1289,983;4,793;2,069;23,034;21,208;1,951;51,74
505,5881908;0,654;0,648;0,647;0,647;0,636;3,178;0,69861;69,861;27,971;40,044;46,937;50,935;53,649;55,295;1300,327;1266,586;1305,604;1293,287;4,795;2,09;23,036;21,202;1,959;52,277
505,5965825;0,653;0,647;0,648;0,647;0,636;3,179;0,69866;69,866;27,977;39,672;46,926;50,957;53,664;55,385;1300,043;1266,87;1300,015;1287,192;4,793;2,15;23,036;21,206;1,958;52,003
505,6049719;0,653;0,649;0,648;0,647;0,636;3,181;0,69866;69,866;27,983;39,612;46,916;50,98;53,714;55,396;1301,294;1267,667;1296,365;1284,059;4,794;2,13;23,036;21,213;1,955;52,039
505,6133603;0,654;0,648;0,647;0,648;0,636;3,181;0,69866;69,866;27,998;39,711;46,888;51,067;53,771;55,468;1302,261;1269,203;1294,997;1282,237;4,798;2,127;23,034;21,272;1,963;51,843
505,6217514;0,654;0,649;0,647;0,648;0,636;3,182;0,69866;69,866;28,006;39,654;46,873;51,081;53,832;55,479;1300,896;1267,895;1298,818;1285,597;4,794;2,087;23,036;21,266;1,97;51,759
505,6301397;0,655;0,649;0,648;0,649;0,636;3,182;0,6987;69,87;28,015;39,851;46,9;51,089;53,841;55,481;1301,067;1267,951;1301,042;1288,844;4,794;2,09;23,036;21,263;1,958;51,788
505,6385297;0,654;0,648;0,647;0,647;0,636;3,181;0,69866;69,866;28,024;39,784;46,879;51,056;53,663;55,31;1301,01;1267,724;1303,038;1291,122;4,794;2,091;23,038;21,259;1,988;52,19
505,6469217;0,654;0,648;0,647;0,648;0,636;3,181;0,69866;69,866;28,026;39,7;46,858;51,088;53,783;55,477;1300,384;1267,269;1304,407;1291,977;4,794;2,11;23,034;21,204;1,961;51,755
505,6553136;0,654;0,649;0,648;0,648;0,636;3,182;0,69866;69,866;28,03;39,616;46,916;51,124;53,828;55,471;1301,067;1268,293;1305,49;1293,287;4,793;2,11;23,036;21,219;1,947;51,828
505,6636989;0,654;0,648;0,648;0,647;0,636;3,181;0,6987;69,87;28,046;39,772;46,903;51,083;53,616;55,259;1300,953;1267,895;1300,015;1287,135;4,788;2,149;23,034;21,265;1,963;52,454
505,6720892;0,654;0,648;0,647;0,647;0,636;3,18;0,69866;69,866;28,044;39,726;46,917;51,09;53,768;55,471;1300,1;1267,496;1297,221;1284,344;4,797;2,148;23,034;21,206;1,958;51,865
505,6804789;0,654;0,648;0,647;0,647;0,636;3,18;0,69866;69,866;28,046;39,622;46,92;51,038;53,618;55,336;1301,124;1267,667;1295,054;1282,18;4,793;2,129;23,036;21,265;1,958;52,153
505,6888681;0,654;0,648;0,648;0,648;0,637;3,182;0,69866;69,866;28,056;39,499;46,847;51,031;53,727;55,45;1302,147;1268,577;1298,875;1285,882;4,814;2,068;23,038;21,265;1,961;51,835
505,69726;0,655;0,649;0,647;0,648;0,637;3,182;0,69866;69,866;28,07;39,837;46,793;51,047;53,385;55,492;1300,896;1267,155;1302,296;1290,097;4,795;2,091;23,038;21,259;1,943;51,773
505,7056492;0,654;0,648;0,648;0,648;0,637;3,183;0,69866;69,866;28,075;39,691;46,773;50,987;53,668;55,362;1302,261;1269,147;1303,836;1291,578;4,795;2,091;23,038;21,272;1,955;52,155
505,7140381;0,654;0,648;0,649;0,648;0,636;3,182;0,69866;69,866;28,081;39,779;46,822;51;53,678;55,375;1301,124;1267,838;1305,091;1292,546;4,797;2,137;23,039;21,266;1,988;52,179
505,7224269;0,654;0,648;0,649;0,648;0,636;3,182;0,69866;69,866;28,09;39,825;46,802;50,996;53,716;55,389;1301,124;1267,667;1298,932;1286,508;4,795;2,149;23,036;21,268;1,97;51,983
505,7308169;0,654;0,648;0,648;0,647;0,636;3,182;0,69866;69,866;28,105;39,703;46,813;50,896;53,763;55,41;1301,01;1267,553;1296,708;1284,059;4,793;2,132;23,036;21,261;1,97;52,007
505,7392083;0,653;0,648;0,648;0,647;0,636;3,182;0,69875;69,875;28,118;39,658;46,838;50,928;53,815;55,515;1300,896;1267,325;1295,225;1282,294;4,797;2,129;23,036;21,265;1,959;51,763
505,7475983;0,654;0,649;0,648;0,647;0,636;3,182;0,6987;69,87;28,115;39,642;46,854;50,85;53,697;55,311;1301,18;1267,61;1298,361;1285,939;4,796;2,069;23,034;21,263;1,965;52,177
505,7559861;0,654;0,649;0,648;0,648;0,636;3,182;0,69875;69,875;28,125;39,788;46,894;51,157;53,714;55,452;1303,001;1270;1301,783;1289,584;4,794;2,09;23,036;21,325;1,966;51,849
505,7643758;0,653;0,648;0,648;0,648;0,636;3,181;0,6987;69,87;28,122;39,61;46,88;51,155;53,774;55,485;1300,668;1268,293;1303,665;1292,204;4,809;2,091;23,036;21,268;1,965;51,746
505,7727664;0,653;0,648;0,649;0,647;0,636;3,179;0,69866;69,866;28,13;39,583;46,916;51,076;53,573;55,229;1300,1;1267,724;1303,779;1291,407;4,795;2,192;23,036;21,27;1,958;52,504
505,7811558;0,654;0,649;0,649;0,647;0,636;3,181;0,69866;69,866;28,133;39,515;46,954;51,074;53,716;55,445;1301,18;1267,895;1297,791;1285,198;4,796;2,15;23,036;21,266;1,954;51,934
505,7895453;0,653;0,648;0,649;0,647;0,636;3,181;0,6987;69,87;28,151;39,715;46,928;51,014;53,722;55,439;1301,124;1267,781;1295,567;1282,294;4,795;2,129;23,034;21,266;1,956;51,86
505,797935;0,654;0,649;0,649;0,647;0,636;3,182;0,69866;69,866;28,16;39,648;46,899;51,054;53,77;55,52;1301,351;1268,008;1296,708;1284,287;4,794;2,047;23,036;21,266;1,95;51,732
505,8063247;0,653;0,649;0,649;0,648;0,636;3,182;0,69861;69,861;28,162;39,597;46,899;50,935;53,628;55,293;1302,375;1268,862;1302,41;1291,122;4,795;2,091;23,036;21,265;1,986;52,23
505,814715;0,653;0,649;0,65;0,647;0,636;3,182;0,6987;69,87;28,15;39,694;46,905;51,046;53,689;55,424;1301,351;1269,147;1305,718;1293,401;4,815;2,11;23,034;21,265;1,985;51,946
505,8231053;0,654;0,649;0,649;0,646;0,635;3,18;0,69866;69,866;28,165;39,724;46,932;51,058;53,757;55,46;1301,124;1268,35;1298,875;1286,508;4,794;2,149;23,036;21,276;1,986;51,846
505,8314961;0,653;0,648;0,648;0,646;0,636;3,178;0,69861;69,861;28,168;39,605;46,951;50,973;53,542;55,215;1300,782;1267,838;1295,681;1283,945;4,794;2,128;23,038;21,27;1,998;52,439
505,8398847;0,654;0,649;0,649;0,646;0,636;3,181;0,69875;69,875;28,164;39,516;46,951;50,98;53,708;55,443;1302,09;1268,464;1294,883;1282,351;4,795;2,128;23,036;21,263;1,998;51,879
505,8482775;0,654;0,649;0,649;0,646;0,636;3,181;0,6987;69,87;28,18;39,619;46,911;50,999;53,727;55,465;1301,237;1267,781;1298,475;1285,939;4,796;2,091;23,036;21,263;1,999;51,85
505,8566633;0,654;0,649;0,649;0,647;0,636;3,181;0,69861;69,861;28,185;39,508;46,939;50,995;53,768;55,491;1301,294;1267,61;1300,015;1287,078;4,795;2,09;23,034;21,268;2,008;51,79
505,8650531;0,654;0,649;0,648;0,646;0,636;3,181;0,69866;69,866;28,203;39,406;46,968;51,158;53,809;55,488;1301,579;1268,236;1301,441;1289,698;4,793;2,09;23,036;21,266;1,977;51,783
505,8734436;0,654;0,648;0,648;0,647;0,636;3,181;0,69866;69,866;28,197;39,353;46,969;50,998;53,629;55,22;1301,408;1268,862;1302,639;1290,154;4,797;2,112;23,036;21,331;1,991;52,462
505,8818339;0,654;0,649;0,648;0,647;0,636;3,182;0,6987;69,87;28,212;39,582;46,997;50,989;53,708;55,402;1301,465;1268,35;1304,235;1292,09;4,794;2,112;23,036;21,263;1,992;52,013
505,8902233;0,654;0,648;0,648;0,647;0,636;3,182;0,69866;69,866;28,203;39,486;47,018;51,021;53,74;55,475;1301,92;1268,805;1304,578;1292,204;4,816;2,11;23,038;21,304;1,989;51,863
505,8986203;0,654;0,648;0,649;0,647;0,636;3,182;0,69866;69,866;28,212;39,462;47,01;51,042;53,64;55,416;1302,318;1269,602;1304,178;1291,35;4,794;2,111;23,038;21,329;1,967;52,035
505,9070025;0,654;0,648;0,649;0,647;0,636;3,182;0,69866;69,866;28,22;39,358;46,984;51,06;53,752;55,484;1302,261;1269,26;1304,521;1291,236;4,793;2,11;23,036;21,331;1,962;51,715
505,9153914;0,654;0,648;0,648;0,647;0,636;3,182;0,6987;69,87;28,234;39,657;47,02;50,93;53,69;55,372;1301,351;1268,35;1304,749;1292,603;4,793;2,113;23,038;21,266;1,979;52,04
505,9237828;0,654;0,648;0,649;0,647;0,636;3,181;0,69866;69,866;28,222;39,551;46,96;50,899;53,71;55,463;1301,124;1266,927;1304,692;1292,261;4,793;2,112;23,036;21,265;1,98;51,793
505,9321719;0,654;0,648;0,648;0,646;0,635;3,178;0,69861;69,861;28,226;39,672;46,9;50,919;53,293;55,052;1302,034;1268,521;1303,152;1291,065;4,797;2,111;23,038;21,266;1,997;52,85
505,9405617;0,653;0,648;0,648;0,647;0,635;3,181;0,69866;69,866;28,234;39,548;46,88;50,973;53,657;55,401;1301,635;1268,065;1301,27;1289,641;4,793;2,129;23,038;21,287;1,98;51,881
505,9489519;0,654;0,648;0,648;0,647;0,636;3,181;0,69866;69,866;28,251;39,463;46,842;50,971;53,649;55,381;1301,522;1268,179;1300,814;1288,787;4,793;2,11;23,038;21,263;1,982;51,918
505,9573403;0,654;0,648;0,648;0,647;0,636;3,18;0,69866;69,866;28,26;39,602;46,792;51,017;53,719;55,416;1302,318;1268,748;1300,015;1287,989;4,796;2,111;23,036;21,257;1,981;51,828
505,9657314;0,653;0,647;0,648;0,647;0,635;3,179;0,69861;69,861;28,254;39,502;46,784;51,066;53,774;55,479;1297,881;1265,163;1300,015;1287,819;4,795;2,13;23,036;21,257;1,981;51,686
